category,title,content,url,source,date
dunya,Almanya'dan Ukrayna'ya patriot füzesi desteği | Video,"{ title } SONRAKİ VİDEO Almanya, Ukrayna’nın hava savunmasını güçlendirmek için Patriot füze sistemleri sevkiyatı planlıyor. Sevkiyat, ABD’nin onayı sonrası gerçekleşecek. Almanya Başbakanı Friedrich Merz, Ukrayna’ya verilen silahlar üzerindeki menzil kısıtlamalarının kaldırıldığını da duyurdu. Ukrayna, Rus füzelerine karşı daha gelişmiş savunma sistemleri talebini sürdürüyor. Almanya, Ukrayna'nın hava savunma kapasitesini artırmak amacıyla Patriot sistemleri için füze tedarik etmeyi planlıyor. Almanya Savunma Bakanı Boris Pistorius, sevkiyatın ABD'nin onayı sonrasında başlayacağını ve bu adımın stratejik madenlerle ilgili bir anlaşma kapsamında izin verildiğini belirtti. Ayrıca, Almanya Başbakanı Friedrich Merz, Ukrayna'ya sağlanan silahlara yönelik menzil kısıtlamalarını kaldırdıklarını açıkladı. Almanya'dan Ukrayna'ya Patriot Füzesi Desteği Almanya, Ukrayna'nın hava savunma kapasitesini güçlendirmek amacıyla Patriot sistemleri için füze tedarik etmeyi planlıyor. Almanya Savunma Bakanı Boris Pistorius, sevkiyatın ABD'nin onayı sonrasında başlayacağını ve bu adımın stratejik madenlerle ilgili bir anlaşma kapsamında izin verildiğini belirtti. Menzil Kısıtlamaları Kaldırıldı Almanya Başbakanı Friedrich Merz, Ukrayna'ya sağlanan silahlara yönelik menzil kısıtlamalarını kaldırdıklarını açıkladı. Merz, ""Ukrayna'ya teslim edilen silahlar üzerinde artık menzil kısıtlaması yok. Bu, Ukrayna'nın artık kendini savunabileceği anlamına geliyor; örneğin Rusya’daki askeri mevzileri vurarak savunabilir."" ifadelerini kullandı. Ukrayna'nın Hava Savunma İhtiyacı Ukrayna tarafı, Patriot sistemlerinin balistik saldırılara karşı savunmada kritik bir gereklilik olduğunu her fırsatta vurguluyor. Ukrayna istihbaratından üst düzey bir yetkili, PAC-3 füzelerinin dahi Rusya’nın en yeni füzelerini durdurma garantisi vermediğini belirterek daha gelişmiş sistemlere olan ihtiyacın altını çizdi. Sykes-Picot anlaşmasının arkasındaki gizli el bir kadına ait! İşte Osmanlı'nın paylaşıldığı harita almanya ukrayna füze",https://www.cnnturk.com/video/dunya/almanyadan-ukraynaya-patriot-fuzesi-destegi-2290428,cnnturk,2025-05-27
dunya,Azerbaycanda Havalimanı Hamlesi: İşgalden kurtarılan bölgelerde üçüncü açılış | Video,"Azerbaycan, işgalden kurtarılan Laçın bölgesinde inşa edilen üçüncü uluslararası havalimanını 28 Mayıs’ta hizmete açıyor. Açılışa Cumhurbaşkanı Erdoğan, Pakistan Başbakanı Şahbaz Şerif ve Azerbaycan Cumhurbaşkanı İlham Aliyev katılacak. Proje, zorlu dağlık arazide başarıyla tamamlandı. Azerbaycan, Ermenistan işgalinden kurtarılan topraklardaki kalkınma hamlesine hız kesmeden devam ediyor. Bu kapsamda inşa edilen Laçın Uluslararası Havalimanı, 28 Mayıs’ta hizmete açılıyor. Açılışa Liderlerden Yoğun Katılım Açılış töreni, üçlü zirve niteliğinde gerçekleşecek. Törene Cumhurbaşkanı Recep Tayyip Erdoğan, Pakistan Başbakanı Şahbaz Şerif ve Azerbaycan Cumhurbaşkanı İlham Aliyev katılacak. Üçüncü Havalimanı Olacak Laçın Uluslararası Havalimanı, işgalden kurtarılan bölgelerde inşa edilen üçüncü havalimanı olma özelliğini taşıyor. Azerbaycan’ın toplam uluslararası havalimanı sayısı ise bu açılışla birlikte 9’a yükselecek. Zorlu Coğrafyada Tamamlanan Büyük Proje Havalimanı, 1800 metre rakımlı dağlık bölgede, kayalar oyularak ve araziler düzleştirilerek inşa edildi. Temeli 2021 yılında atılan havalimanı, yaklaşık 4 yıllık sürede tamamlandı. Stratejik Konumda Yer Alıyor Yeni havalimanı, Laçın şehir merkezine 30, Şuşa’ya 70, Kelbecer’e ise 60 kilometre mesafede bulunuyor. Bu yönüyle stratejik ulaşım noktalarından biri olma özelliğine sahip. İşgalden Kurtarılan Bölgelerde Havalimanı Yatırımları Azerbaycan, daha önce işgalden kurtarılan bölgelerde Fuzuli Uluslararası Havalimanı’nı 26 Ekim 2021'de; Zengilan Uluslararası Havalimanı’nı ise 20 Ekim 2022’de hizmete açmıştı. Her iki açılış da Cumhurbaşkanı Erdoğan ve Cumhurbaşkanı Aliyev’in katılımıyla gerçekleşmişti. Almanya'dan Ukrayna'ya patriot füzesi desteği haber haberler türkiye",https://www.cnnturk.com/video/dunya/azerbaycanda-havalimani-hamlesi-isgalden-kurtarilan-bolgelerde-ucuncu-acilis-2290441,cnnturk,2025-05-27
dunya,Rum lider terör örgütü EOKAyı göklere çıkardı - Son Dakika Dünya Haberleri | Video,"Güney Kıbrıs Rum Yönetimi lideri Hristodulidis, Kıbrıs Türklerini katleden Rum terör örgütü EOKA'nın anıtını açtı, terör örgütüne övgüler dizdi. Kıbrıs Rum Yönetimi lideri Nikos Hristodulidis, 1950’li yıllarda İngiliz sömürge idaresine silahlı direniş başlatan ancak daha sonra Kıbrıs Türklerine saldırarak katliamlar yapan EOKA’nın anıtını açtı, terör örgütüne övgüler dizdi. Rum lider, terör örgütüne göklere çıkardığı konuşmasını, 1955-59 yılları arasında İngiltere’ye karşı başlatılan silahlı direnişte hayatını kaybeden 109 EOKA militanı anısına Trodos Dağlarında Palendrio Amiontos bölgesinde yapılan anıtın açılış töreninde yaptı. Terör örgütünü göklere çıkartan uzun bir konuşma yapan Hristodulidis, EOKA direnişinin, Yunanistan’ın Osmanlı’ya karşı başlattığı 1821 Mora isyanının devamı olduğunu savundu. Hristodulidis, “Şerefli kahramanlarımız, Yunan halkının Kıbrıs’ta da yüzyıllar süren köleliğinin de sonunu getirdi” dedi. EOKA’nın kurucusu Yeorgos Grivas Digenis ile Başpiskopos Makaryos’u da saygıyla andı, ideallerinin yaşamaya devam ettiğini sözlerine ekledi. Rum lider, EOKA’ya övgüler dizdiği konuşmasında Kıbrıs Türklerine yapılan katliamlardan ise bahsetmedi. Kıbrıs adasının Yunanistan’a bağlanması için mücadele eden EOKA, 1963 yılında Kıbrıs Türklerine saldırarak katliamlar yaptı. 15 Temmuz 1974’te ise Yunanistan’daki cuntayla Kıbrıs’ta darbe düzenleyerek Yunanistan’la birleşme anlamına gelen Enosis’i ilan etti. Terör örgütünün Türklere yönelik katliamları ve Yunanistan’la birleşme hedefi Türkiye’nin 20 Temmuz 1974 Kıbrıs Türk Barış Harekatı ile engellendi. Almanya’dan tarihi itiraf: İstanbul’a kaptırdık hristodulidis eoka güney kıbrıs rum yönetimi",https://www.cnnturk.com/video/dunya/rum-lider-teror-orgutu-eokayi-goklere-cikardi-2289977,cnnturk,2025-05-27
dunya,ABD'deki yanardağ bir kez daha lav püskürttü! - Dünya Haberleri | Video,"Dünyanın en aktif volkanlarından biri olarak bilinen ABD Hawaii'deki yanardağ bir kez daha lav püskürtmeye başladı. Yanardağ Aralık ayından bu yana 23. kez faaliyete geçmiş oldu. Bu görüntüler Amerika Birleşik Devletleri'ne bağlı Hawaii adalarındaki Kilauea Yanardağı'ndan. Yanardağ yaklaşık 70 metre lav püskürttü ve gökyüzüne duman yükseldi. 23 Aralık'tan bu yana 23. kez gerçekleşti. Yanardağın lav püskürtmesi nedeniyle şimdilik herhangi bir tahliye bildirisi yayımlanmadı. Ancak yine de yetkililer, güvenlik için kapalı alanlardan uzak durulması ve zararlı gazlara karşı dikkatli olunması konusunda uyarıyor. Söz konusu yanardağ, 1983 yılından bu yana sık sık faal hale geliyor. Yanardağda, 2018 yılında yaşanan ve yaklaşık 3 ay süren patlamalar 700’den fazla evi yok etmişti. SON DAKİKA... Trump: “Putin’e Bir Şeyler Oldu, Tamamen Çıldırdı” Rusya yeni bir saldırı dalgası mı başlatacak? ""Hedefinde bu iki bölge var"" Kilauea Yanardağı hawaii haber",https://www.cnnturk.com/video/dunya/abddeki-yanardag-bir-kez-daha-lav-puskurttu-2289666,cnnturk,2025-05-27
dunya,DÜNYADA BİR İLK! Ringe çıkan bu sefer robotlardı - Son Dakika Dünya Haberleri | Video,"{ title } SONRAKİ VİDEO Çin’de ringe çıkanlar bu kez insanlar değil, robotlardı. Düzenlenen robot boks turnuvası, sadece teknolojik bir gösteri değil, aynı zamanda geleceğin potansiyeline dair bir ön izleme sundu. İnsansı robotlar, boks eldivenleri ve kasklarla donatılarak ringe çıktı. Her yumruk, her hamle izleyenlerde hayranlık uyandırdı. ""Çelik Yumruklar"" filmini anımsatan sahneler, birçok gencin hayalini süslerken şimdi gerçek oldu. Çin’in doğusunda düzenlenen Dünya Robot Yarışması, heyecan dolu anlara sahne oldu. Etkinlik yalnızca eğlence amaçlı değildi. Aynı zamanda robot teknolojilerinin sınırlarını test eden bir sahneydi. Hareket algoritmaları ise profesyonel boksörlerden alınan verilerle şekillendirildi. Robotlara uygulanan denge testleri ve dayanıklılık programları, onların endüstriyel ve ev içi ortamlara entegre edilmesi için kritik öneme sahip. Uzmanlar, robotların bu tarz ekstrem koşullarda test edilmesinin, gelecekteki görevleri başarıyla yerine getirmeleri açısından belirleyici olduğunu düşünüyor. Sykes-Picot anlaşmasının arkasındaki gizli el bir kadına ait! İşte Osmanlı'nın paylaşıldığı harita çin robot Robot Boks",https://www.cnnturk.com/video/dunya/dunyada-bir-ilk-ringe-cikan-bu-sefer-robotlardi-2290427,cnnturk,2025-05-27
dunya,Hizbullahtan silah bırakma açıklaması: İsrail silah bırakmadıkça bizden bir şey istemeyin - Dünyadan Haberler | Video,"Hizbullah lideri Naim Kasım, 27 Kasım 2024'te İsrail ile varılan ateşkese rağmen saldırıların sürdüğünü söyledi. ""İsrail silah bırakmadıkça bize gelmeyin"" dedi. Kasım, ABD Başkanı’na da seslendi. ""İsrail bir yük, Lübnan'da yatırım fırsatını kaçırıyorsunuz"" ifadelerini kullandı. Hizbullah lideri Naim Kasım, İsrail ile Lübnan arasında 27 Kasım 2024'te imzalanan ateşkes anlaşmasına rağmen, İsrail'in saldırılarının sürdüğüne dikkat çekti. Kasım, Netanyahu hükümetinin yüzlerce kez ateşkesi ihlal ettiğinin altını çizerek, ""İsrail silah bırakmadıkça bizden bir şey istemeyin"" dedi. Kasım, “Hala İsrail saldırısı altındayız. Tamamen taahhütte bulunduk, herkes için açık olsun: artık bizden hiçbir şey istemeyin. İsrail geri çekilsin, saldırganlığını durdursun, tutukluları serbest bıraksın ve anlaşmadaki tüm yükümlülükleri yerine getirsin. Ondan sonra başka her şeyi konuşabiliriz” ifadelerini kullandı. Hizbullah lideri, ABD Başkanı Donald Trump'a da ""ekonomik"" bir dille seslendi. ""Dünyaya ekonomik olarak hükmetmeyi düşünüyorsanız, İsrail bir yük"" dedi. İsrail'in Trump'ı Yemen tuzağına düşürdüğünü ifade eden Kasım, ""Lübnan'da yatırım yapma fırsatını kaçırıyorsunuz"" dedi. Naim Kasım, “Başkan Trump'ın İsrail'in pençesinden kurtulma fırsatı olduğunu bildiriyoruz. Eğer dünyaya ekonomik olarak hükmetmeyi düşünüyorsanız, İsrail bir yüktür. Sizi neredeyse Yemen'e sürükleyecekti, ancak akıllı davrandınız, Yemen'den çekildiniz ve biraz itibarınızı kurtarmayı başardınız. Bugün, İsrail'e Gazze'de devam etmesi ve Lübnan'da hareket etmeye devam etmesi için alan vererek, ABD'nin Lübnan'a ve bölgeye yatırım yapması için önemli bir fırsatı boşa harcıyorsunuz” diye konuştu. SON DAKİKA | Hamas'tan son dakika ateşkes açıklaması hizbullah lübnan abd",https://www.cnnturk.com/video/dunya/hizbullahtan-silah-birakma-aciklamasi-israil-silah-birakmadikca-bizden-bir-sey-istemeyin-2289981,cnnturk,2025-05-27
dunya,Netanyahudan Tünel Videosu | Mescid-i Aksanın altında neler oluyor? - Son Dakika Dünya Haberleri | Video,"İsrail Başbakanı Netanyahu, Mescid-i Aksa’nın altındaki yer altı tünelinden çekilen görüntüleri paylaştı. Terör ve Güvenlik Uzmanı Coşkun Başbuğ, bu adımı sadece güvenlik değil, aynı zamanda psikolojik bir güç gösterisi olarak yorumladı. Peki bu tünel ne anlama geliyor, sinagog yapımı neyi hedefliyor? UNESCO’nun kararına rağmen neden bu kazılar devam ediyor? İsrail Başbakanı Binyamin Netanyahu, Mescid-i Aksa’nın altına kadar uzanan bir yer altı tünelinden çekilmiş videoyu kamuoyuyla paylaştı. Söz konusu tünelin, İsrail’in “güvenliğini sağlama kararlılığı”nı gösterdiğini vurgulayan Netanyahu, açıklamasında İsrail halkının güvenliğine yönelik tehditlere karşı güçlü bir mesaj verdi. Tünel, İsrail’in Güvenlik Stratejisinin Bir Parçası mı? Netanyahu'nun yayınladığı bu video, İsrail'in güvenlik stratejisinin bir parçası olarak yorumlandı. Özellikle Kudüs’teki kutsal mekânlar çevresinde yaşanan gerilimler göz önünde bulundurulduğunda, bu hamle dikkat çekici bulundu. Terör ve güvenlik uzmanı Coşkun Başbuğ, İsrail Başbakanı Netanyahu’nun Mescid-i Aksa'nın altındaki tünelden paylaştığı video üzerine dikkat çeken değerlendirmelerde bulundu. “Bu Bir Güç Gösterisi” Başbuğ, söz konusu görüntülerin yalnızca askeri bir operasyonu yansıtmadığını, aynı zamanda psikolojik ve sembolik bir güç gösterisi olduğunu vurguladı. Bu yorumunu şu sözlerle açıkladı: “Katil, yayılmacı ve işgalci politikasının devam edeceğini gösteren bir görüntü. Kravatı ve gömleğiyle İsrail bayrağının renklerini temsil eden bir duruş sergiliyor. Mescid-i Aksa'nın oradan bir görüntü yayınlıyor. ‘Kudüs bizim olacak, tamamını ele geçireceğiz. Filistin’den vazgeçmeyeceğiz.’ diyor.” “Tünellere Dini İnançla Gerekçe Üretiyorlar” Başbuğ, İsrail’in bu tünellere neden girdiğini şu sözlerle açıkladı: “Yahudi inancına göre geçmişte yıkılan ve tekrar inşa edilmesi gereken kutsal bir yapı var. Bu inanç üzerinden tünel kazılarına gerekçe oluşturuyorlar.” “Ağlama Duvarı Tarihten Gelen Bir Sembol” Başbuğ, Ağlama Duvarı’nın tarihsel kökenlerine de değindi. Şöyle konuştu: “Ağlama Duvarı, Milattan Önce’ye uzanan bir gelenektir. Babil İmparatorluğu döneminde Yahudiler, devlete isyan ettikleri gerekçesiyle Bağdat’a sürgün edildi. Kutsal mekânlar da bu dönemde yıkıldı. Babil’in yıkılmasıyla Persler bölgeye hâkim oldu ve Yahudilere, ‘Ağlama Duvarı’nı yeniden inşa edin, burada yaşayın’ çağrısında bulundular. Duvar, Roma İmparatorluğu yıkılana kadar ayakta kaldı.” “Siyonist Yayılmanın Tarihi Arka Planı Var” Başbuğ, Siyonist yayılmacılığın bugünlere uzanan köklerine de dikkat çekerek şu değerlendirmeyi yaptı: “1991 yılında Siyonist Batı’nın işgal ettiği topraklar arasında Bağdat da yer aldı. Bu, asırlardır süren bir kinin sonucudur.” “Kudüs’ü Başkent Olarak Görüyorlar, Ancak UNESCO Farklı Düşünüyor” İsrail’in Kudüs’ü başkent olarak görmesini uluslararası hukuka aykırı bulan Başbuğ, şu bilgileri verdi: “UNESCO’nun aldığı karara göre, Mescid-i Aksa’nın da içinde bulunduğu külliyenin Musevi inancı ile bir ilgisi bulunmadığı 4’e karşı 26 oyla kabul edilmiştir.” “Yer Altı Kazılarıyla Hikâye Yazıyorlar” İsrail’in doğrudan savaşla harekete geçemeyeceğini belirten Başbuğ, bu yüzden farklı bir yol izlediklerini şu sözlerle dile getirdi: “Mescid-i Aksa'nın ve Ağlama Duvarı'nın yıkılması gerektiğine inanan bir hikâye yazıyorlar. Ancak doğrudan savaşla bunu yapamayacakları için ‘arkeolojik kazı’ adı altında yer altı tünelleri açıyorlar. ‘Burada Ağlama Duvarı'nın kalıntıları var’ diyerek bu anlatıyı sürdürüyorlar.” “Tünelin Açılışı Trump Döneminde Yapıldı” Başbuğ, bu stratejik sürecin önemli bir dönüm noktasının da altını çizerek şu bilgiyi paylaştı: “2019 yılında, ABD Başkanı Donald Trump’ın Kudüs’ü İsrail’in başkenti ilan etmesiyle birlikte bu tünelin açılış töreni de yapıldı.” Hizbullah’tan silah bırakma açıklaması: ""İsrail silah bırakmadıkça bizden bir şey istemeyin"" Terör ve güvenlik uzmanı Coşkun Başbuğ, Kutsal Mekânlar Altındaki Tünel Sinagogu hakkında çarpıcı değerlendirmelerde bulundu. Başbuğ, İsrail’in Kudüs'teki hedeflerine ulaşmak için uyguladığı stratejiye dikkat çekerek şu ifadeleri kullandı: “İsrail’in uzun yıllardır üzerinde titizlikle çalıştığı proje, Mescid-i Aksa’yı doğrudan yıkmak. Ancak bütün İslam âlemini karşılarına alma korkusuyla bunu açıkça yapamıyorlar. Bu nedenle, ‘altından tünel kazıyoruz, arkeolojik çalışma yapıyoruz’ yalanıyla adım adım ilerliyorlar.” Başbuğ’un bu sözleri, İsrail’in yer altı faaliyetlerinin yalnızca arkeolojik değil, aynı zamanda siyasi ve dini bir anlam taşıdığına dikkat çekiyor. Mescid-i Aksa'nın altında yer alan ve kamuoyunda tartışmalara neden olan yer altı sinagoglarından biri olarak bilinmektedir. Genellikle ""Kutsal Mekânlar Altındaki Tünel Sinagogu"" veya bazı kaynaklarda ""Western Wall Tunnels Synagogue"" olarak geçer. Bu yapı, İsrail’in Doğu Kudüs’te, özellikle Ağlama Duvarı çevresinde ve altında yürüttüğü arkeolojik kazılar ve altyapı çalışmaları kapsamında inşa edilmiştir. Yer: Mescid-i Aksa’nın Altı / Batı Duvarı Tünelleri Bu yapı, Mescid-i Aksa'nın doğrudan altına inşa edilmemiş olsa da, Aksa külliyesinin doğu ve kuzey alt katmanlarına oldukça yakın bir bölgede, Batı (Ağlama) Duvarı'nın yer altı uzantısında bulunmaktadır. Yer altı sinagogunun bu bölgeye yapılması, İsrail’in Kudüs’teki egemenlik iddiasını sembolize eden adımlarından biri olarak görülüyor. Tarihi ve Tartışmalı Arka Plan 1967’de İsrail’in Doğu Kudüs’ü işgal etmesinden sonra bu bölgedeki yer altı kazı çalışmaları hızlandı. İsrail, ""arkeolojik kazı"" adı altında bu tünelleri açarak, Süleyman Mabedi'ne ait kalıntılar aradığını iddia ediyor. Ancak bu kazıların, Mescid-i Aksa’nın temellerini zayıflattığı ve külliye altında gizli yapılar oluşturulduğu gerekçesiyle İslam dünyasında büyük endişe yaratıyor. Sinagogun Özellikleri Fotoğraftaki yapı, tamamen restore edilmiş taş duvarları, ahşap oturma düzeni ve kubbeli yapısıyla modern bir yer altı ibadethanesi olarak dikkat çekiyor. İsrail bu mekanı, dindar Yahudiler için ibadet alanı olarak düzenlemiş durumda. Tüneller ve bu yapı, özel rehberli turlar eşliğinde ziyaretçilere açılmıştır. Uluslararası Hukuk ve UNESCO Tavrı UNESCO, 2016 yılında aldığı kararla, Mescid-i Aksa’nın ve Kudüs’teki İslami eserlerin yalnızca Müslümanlara ait olduğu yönünde bir karar almış ve İsrail’in bu tür uygulamalarını yasa dışı ilan etmiştir. Buna rağmen İsrail, kazı ve inşa faaliyetlerini ""tarihi miras çalışması"" kisvesi altında sürdürmektedir. Tepkiler ve Eleştiriler İslam dünyasında bu tür yapılar, ""Mescid-i Aksa’nın altında egemenlik inşası"" olarak yorumlanıyor. Filistin tarafı bu faaliyetleri, Mescid-i Aksa'nın statüsünü değiştirmeye yönelik provokatif hamleler olarak nitelendiriyor. DSÖ genel merkezi önünde Filistin bayrağı dalgalanacak binyamin netanyahu haber haberler",https://www.cnnturk.com/video/dunya/netanyahudan-tunel-videosu-mescid-i-aksanin-altinda-neler-oluyor-2290181,cnnturk,2025-05-27
dunya,KANLI SALDIRININ SEMBOLÜ! Alevlerin arasında Gazzeli bir çocuk... - Dünyadan Haberler | Video,"İsrail'in, Gazze'de yerinden edilenlerin sığındığı okula düzenlediği saldırı, bölgedeki soykırımın yeni bir örneği oldu. Saldırıda 54 Gazzeli hayatını kaybetti. Bombardıman sonrası çıkan yangında, okul içerisindeki yoğun alevlerin ortasında yürüyen küçük Gazzeli kız ise saldırının sembolü oldu. İSRAİL SALDIRISINDAN KAÇAN KÜÇÜK KIZ SEMBOL OLDU İsrail'in saldırısının ardından oluşan dev yangın, yükselen alevlerin içinden bir o yana bir bu yana giderek kurtulmaya çalışan küçük bir kız çocuğunu gösterdi. İsrail, Gazzeli sivillere yönelik bir katliam daha gerçekleştirdi. Gazze şehrinin doğusundaki El-Derc Mahallesi'nde yer alan ve yerinden edilmiş yüzlerce sivilin barındığı Fahmi El-Cercavi Okulu'nu hedef aldı. Ailesini kaybettiği alevlerin arasında kalan küçük kız saldırının sembolü oldu. İSRAİL YİNE GAZZELİLERİN SIĞINDIĞI OKULU HEDEF ALDI Okuldakilerin yardımı ile kurtarılan 6 yaşındaki Vard Celal El-Şeyh Halil, ailesinin yaşadığını fakat enkaz altında olduğunu söyledi. Fakat küçük kızın ailesi kurtarılamadı. Geriye ise, gözü yaşlı ve korku dolu Gazzeli bir çocuk daha kaldı. BİR KEZ DAHA UYKUDA YAKALANDILAR... Saldırıya uykusunda yakalanan onlarca Gazzeli, çıkan yangının da etkisiyle yanarak hayatını kaybetti. Saldırının ardından olay yerine ulaşan kurtarma ekipleri, yanan okul binasından yanmış cesetleri çıkardı. Bir kez daha ölüme uykusunda kalmış Gazzeliler, en sevdiklerini gözyaşları eşliğinde toprağa verdi. Sykes-Picot anlaşmasının arkasındaki gizli el bir kadına ait! İşte Osmanlı'nın paylaşıldığı harita Netanyahu’dan Tünel Videosu | Mescid-i Aksa’nın altında neler oluyor? gazze yangın haber",https://www.cnnturk.com/video/dunya/kanli-saldirinin-sembolu-alevlerin-arasinda-gazzeli-bir-cocuk-2290330,cnnturk,2025-05-27
dunya,Yunanistanda 650 kişinin öldüğü facianın sorumluları yargılanıyor | Video,"Yunanistan açıklarında 2023 yılında meydana gelen göçmen teknesi faciasıyla ilgili olarak, 17 Yunan Sahil Güvenlik görevlisine dava açıldı. 650 kişilik Adriana adlı teknede sadece 82 kişinin cansız bedenine ulaşılırken, 500’den fazla kişi hâlâ kayıp. Kazadan sağ kurtulanlar, sahil güvenliğin müdahalesinin teknenin batmasına yol açtığını iddia ediyor. 14 Haziran 2023 tarihinde Akdeniz'de bugüne dek yaşanan en büyük göçmen facialarından biri Pylos açıklarında meydana geldi. Aşırı kalabalık olan Adriana adlı balıkçı teknesi battı ve yaklaşık 650 kişi hayatını kaybetti. Sahil Güvenliğe Müdahale Suçlaması Kazada sağ kurtulanlar, Yunan Sahil Güvenlik güçlerinin tekneyi çekmeye çalışırken hata yaptığını ve bu müdahalenin teknenin alabora olmasına yol açtığını öne sürdü. Ayrıca, olay sonrası tanıkların susturulmaya çalışıldığı da iddialar arasında. Suriyeli kurtulan Ahmed, “Bu kadar çok kişi olaya tanık olmasına rağmen, suçlamaların gelmesi iki yıl sürdü” dedi. 17 Görevliye Ceza Davası Yunan makamları suçlamaları reddederken, Pire Deniz Mahkemesi Başsavcı Yardımcısı, Sahil Güvenlik bünyesindeki 17 kişinin ceza davasıyla yargılanması gerektiğine hükmetti. Sanıklar arasında, faciada en az 82 kişinin ölümüne neden olmakla suçlanan LS-920 nolu geminin kaptanı da yer alıyor. 500’ün Üzerinde Kayıp Göçmen Resmi kayıtlara göre yalnızca 82 kişinin cansız bedenine ulaşıldı. Ancak, teknede bulunan ve aralarında kadın ve çocukların da yer aldığı yaklaşık 500 kişinin daha hayatını kaybettiği tahmin ediliyor. Ağır İddialar Kaptan ayrıca, deniz taşımacılığına tehlikeli şekilde müdahale etmek ve göçmen teknesine yardım sağlamamak gibi suçlarla da itham ediliyor. Mürettebat ise basit suç ortaklığıyla yargılanıyor. Almanya, İsrail'e silah tedarikini inceleyecek: 'Uluslararası hukuk' vurgusu yunanistan haber haberler",https://www.cnnturk.com/video/dunya/yunanistanda-650-kisinin-oldugu-facianin-sorumlulari-yargilaniyor-2290449,cnnturk,2025-05-27
dunya,Almanya'dan Ukrayna'ya patriot füzesi desteği | Video,"{ title } SONRAKİ VİDEO Almanya, Ukrayna’nın hava savunmasını güçlendirmek için Patriot füze sistemleri sevkiyatı planlıyor. Sevkiyat, ABD’nin onayı sonrası gerçekleşecek. Almanya Başbakanı Friedrich Merz, Ukrayna’ya verilen silahlar üzerindeki menzil kısıtlamalarının kaldırıldığını da duyurdu. Ukrayna, Rus füzelerine karşı daha gelişmiş savunma sistemleri talebini sürdürüyor. Almanya, Ukrayna'nın hava savunma kapasitesini artırmak amacıyla Patriot sistemleri için füze tedarik etmeyi planlıyor. Almanya Savunma Bakanı Boris Pistorius, sevkiyatın ABD'nin onayı sonrasında başlayacağını ve bu adımın stratejik madenlerle ilgili bir anlaşma kapsamında izin verildiğini belirtti. Ayrıca, Almanya Başbakanı Friedrich Merz, Ukrayna'ya sağlanan silahlara yönelik menzil kısıtlamalarını kaldırdıklarını açıkladı. Almanya'dan Ukrayna'ya Patriot Füzesi Desteği Almanya, Ukrayna'nın hava savunma kapasitesini güçlendirmek amacıyla Patriot sistemleri için füze tedarik etmeyi planlıyor. Almanya Savunma Bakanı Boris Pistorius, sevkiyatın ABD'nin onayı sonrasında başlayacağını ve bu adımın stratejik madenlerle ilgili bir anlaşma kapsamında izin verildiğini belirtti. Menzil Kısıtlamaları Kaldırıldı Almanya Başbakanı Friedrich Merz, Ukrayna'ya sağlanan silahlara yönelik menzil kısıtlamalarını kaldırdıklarını açıkladı. Merz, ""Ukrayna'ya teslim edilen silahlar üzerinde artık menzil kısıtlaması yok. Bu, Ukrayna'nın artık kendini savunabileceği anlamına geliyor; örneğin Rusya’daki askeri mevzileri vurarak savunabilir."" ifadelerini kullandı. Ukrayna'nın Hava Savunma İhtiyacı Ukrayna tarafı, Patriot sistemlerinin balistik saldırılara karşı savunmada kritik bir gereklilik olduğunu her fırsatta vurguluyor. Ukrayna istihbaratından üst düzey bir yetkili, PAC-3 füzelerinin dahi Rusya’nın en yeni füzelerini durdurma garantisi vermediğini belirterek daha gelişmiş sistemlere olan ihtiyacın altını çizdi. Sykes-Picot anlaşmasının arkasındaki gizli el bir kadına ait! İşte Osmanlı'nın paylaşıldığı harita almanya ukrayna füze",https://www.cnnturk.com/video/dunya/almanyadan-ukraynaya-patriot-fuzesi-destegi-2290428,cnnturk,2025-05-27
